Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,67.919998,68.419998,67.849998,68.139999,66.309273,853600
2017-01-04,68.519997,69.900002,68.519997,69.769997,67.895470,1719800
2017-01-05,69.760002,70.650002,69.760002,70.080002,68.197144,1183100
2017-01-06,70.139999,70.339996,69.860001,70.070000,68.187408,919000
2017-01-09,69.830002,70.089996,69.449997,69.940002,68.060913,708700
2017-01-10,70.099998,70.459999,70.059998,70.309998,68.420959,870900
2017-01-11,70.279999,71.330002,70.099998,71.290001,69.374634,1195400
2017-01-12,71.489998,71.519997,70.800003,71.410004,69.491409,1082300
2017-01-13,71.500000,72.239998,71.410004,71.959999,70.026627,1224600
2017-01-17,71.900002,72.169998,71.540001,71.650002,69.724960,1003200
2017-01-18,71.459999,71.639999,70.250000,70.360001,68.469620,1114000
2017-01-19,70.349998,70.349998,69.849998,70.050003,68.167946,693800
2017-01-20,70.110001,70.680000,69.919998,70.650002,68.751823,777600
2017-01-23,70.570000,71.099998,70.330002,70.919998,69.014572,1185500
2017-01-24,70.419998,71.129997,70.099998,71.000000,69.708717,1197400
2017-01-25,71.449997,72.059998,71.440002,71.970001,70.661072,999500
2017-01-26,71.980003,72.129997,71.680000,72.029999,70.719978,695500
2017-01-27,71.910004,72.110001,71.680000,71.900002,70.592346,600800
2017-01-30,71.779999,71.930000,71.379997,71.699997,70.395981,745600
2017-01-31,71.839996,72.250000,71.239998,71.870003,70.562889,1041500
2017-02-01,71.889999,72.059998,71.370003,71.769997,70.464699,779400
2017-02-02,71.860001,72.139999,71.769997,72.029999,70.719978,976300
2017-02-03,72.239998,72.949997,72.059998,72.620003,71.299248,813500
2017-02-06,72.220001,72.750000,71.959999,72.419998,71.102882,754700
2017-02-07,71.919998,72.559998,71.919998,72.370003,71.053802,663100
2017-02-08,72.230003,72.610001,71.839996,72.529999,71.210884,844000
2017-02-09,72.779999,73.580002,72.690002,73.199997,71.868698,983200
2017-02-10,73.620003,74.250000,73.570000,73.980003,72.634514,998900
2017-02-13,74.160004,74.650002,74.160004,74.279999,72.929054,798200
2017-02-14,74.370003,74.809998,74.070000,74.580002,73.223610,755100
2017-02-15,74.599998,75.470001,74.339996,75.320000,73.950142,1002900
2017-02-16,75.320000,75.830002,75.320000,75.459999,74.087593,1252100
2017-02-17,75.190002,75.629997,75.110001,75.629997,74.254501,912300
2017-02-21,75.879997,76.010002,75.190002,75.360001,73.989418,1087100
2017-02-22,75.139999,75.239998,74.699997,75.019997,73.655594,1218800
2017-02-23,75.400002,75.669998,74.790001,74.879997,73.518143,1201600
2017-02-24,75.269997,75.279999,73.500000,73.769997,72.428329,1894100
2017-02-27,74.070000,74.349998,73.690002,74.169998,72.821060,1813200
2017-02-28,73.690002,74.139999,72.639999,72.669998,71.348335,1301200
2017-03-01,73.410004,73.610001,72.720001,73.120003,71.790161,1570200
2017-03-02,73.260002,73.379997,72.800003,73.050003,71.721436,1128000
2017-03-03,72.970001,73.580002,72.820000,73.480003,72.143616,844100
2017-03-06,73.160004,74.000000,72.849998,73.889999,72.546150,770900
2017-03-07,73.639999,74.040001,73.510002,73.580002,72.241791,1075800
2017-03-08,73.629997,73.839996,72.820000,72.849998,71.525063,678500
2017-03-09,72.879997,73.160004,72.510002,72.769997,71.446518,798700
2017-03-10,73.400002,73.489998,71.980003,72.540001,71.220703,1428000
2017-03-13,72.419998,72.889999,72.300003,72.519997,71.201065,1427400
2017-03-14,72.150002,72.540001,72.000000,72.150002,70.837799,932900
2017-03-15,72.290001,72.779999,71.709999,72.639999,71.318886,1397400
2017-03-16,72.339996,73.519997,72.320000,72.940002,71.613434,945500
2017-03-17,72.889999,73.199997,72.529999,72.589996,71.269791,913300
2017-03-20,72.339996,72.680000,71.809998,72.099998,70.788704,859600
2017-03-21,72.470001,73.199997,71.300003,71.449997,70.150528,2352600
2017-03-22,70.800003,71.699997,70.360001,71.459999,70.160347,1222200
2017-03-23,71.500000,72.769997,71.480003,72.410004,71.093071,1017000
2017-03-24,72.470001,72.839996,71.860001,72.139999,70.827980,1036500
2017-03-27,71.540001,72.709999,71.389999,72.389999,71.073433,1030300
2017-03-28,72.400002,73.400002,72.370003,73.089996,71.760696,983800
2017-03-29,73.199997,73.760002,72.949997,73.639999,72.300697,975500
2017-03-30,73.800003,74.239998,73.309998,73.379997,72.045425,1277100
2017-03-31,73.500000,73.550003,72.879997,72.910004,71.583977,882800
2017-04-03,72.639999,72.739998,71.470001,72.320000,71.004700,1182800
2017-04-04,71.620003,72.529999,71.599998,72.300003,70.985069,805000
2017-04-05,72.629997,73.029999,72.190002,72.230003,70.916351,971900
2017-04-06,72.349998,73.269997,72.279999,72.910004,71.583977,1109000
2017-04-07,73.050003,73.180000,72.400002,72.589996,71.269791,803000
2017-04-10,72.709999,73.059998,72.529999,72.910004,71.583977,878000
2017-04-11,72.800003,72.870003,72.070000,72.610001,71.289429,799500
2017-04-12,72.639999,72.739998,72.080002,72.400002,71.083252,923900
2017-04-13,72.430000,72.519997,70.930000,70.989998,69.698891,1273400
2017-04-17,71.339996,72.129997,71.339996,72.059998,70.749428,1302300
2017-04-18,71.760002,71.760002,70.820000,71.330002,70.032715,1353300
2017-04-19,71.410004,71.419998,70.459999,70.610001,69.325806,1090200
2017-04-20,70.769997,71.220001,70.519997,71.089996,69.797066,1101800
2017-04-21,70.269997,70.410004,69.919998,70.000000,69.357155,966300
2017-04-24,70.870003,71.379997,70.849998,71.150002,70.496597,1215200
2017-04-25,71.000000,71.779999,70.930000,71.510002,70.853287,1168000
2017-04-26,71.309998,71.599998,69.970001,70.120003,69.476051,1651300
2017-04-27,70.050003,70.099998,68.190002,68.709999,68.079002,2512800
2017-04-28,68.680000,68.949997,68.209999,68.480003,67.851112,1228400
2017-05-01,68.639999,68.839996,68.150002,68.199997,67.573677,991500
2017-05-02,68.080002,68.379997,67.430000,67.540001,66.919746,1444600
2017-05-03,67.500000,67.739998,67.029999,67.650002,67.028732,1095900
2017-05-04,67.720001,68.120003,67.250000,67.430000,66.810753,1488000
2017-05-05,67.680000,68.720001,67.300003,68.680000,68.049278,1081200
2017-05-08,68.650002,68.940002,68.459999,68.730003,68.098816,696800
2017-05-09,68.750000,68.790001,67.660004,67.720001,67.098091,1380800
2017-05-10,67.839996,68.510002,67.720001,68.320000,67.692581,952300
2017-05-11,67.559998,67.940002,67.220001,67.709999,67.088181,1100400
2017-05-12,67.629997,67.720001,66.849998,67.449997,66.830566,930200
2017-05-15,67.820000,68.870003,67.820000,68.580002,67.950195,1058200
2017-05-16,68.839996,69.320000,68.389999,68.440002,67.811485,1098100
2017-05-17,67.779999,67.830002,66.839996,67.190002,66.572960,1230800
